entity,count
Venus,106
¿,90
Marte,49
Neptuno,42
Filomena,41
Júpiter,31
Troya,28
Faetón,26
Grecia,23
Progne,22
Europa,22
Palas,20
Qué,19
Mira,16
Tajo,15
tenía,15
Etna,14
Atalanta,14
Circe,14
Allí,13
Ceres,13
Flora,13
Siringa,12
Aqueronte,10
Nilo,10
Plutón,9
Olimpo,9
Tracia,9
Talía,9
Hebro,8
Mercurio,8
Alba,8
Agamenón,8
Italia,8
España,8
Leteo,8
Amor,8
Juno,8
Atenas,8
Dafne,8
Parnaso,8
Argos,7
Después,7
Chipre,7
armonía,7
Sicilia,7
Ganges,6
Pomona,6
Cefiso,6
Doris,6
vitoria,6
Climene,6
Arabia,6
Asia,5
Tebas,5
Tifonte,5
Ida,5
Libia,5
Astrea,5
Caronte,5
Euterpe,5
Amaltea,5
Cuál,5
Egipto,5
Fenicia,4
Ninguno,4
Abido,4
Ceilán,4
Cuantas,4
Tesifonte,4
Tiro,4
Manzanares,4
Eco,4
Cartago,4
Lilibeo,4
Aquilón,4
Corinto,4
florida,4
Francia,4
Huye,4
mira,4
Atlante,4
flébil,4
Sevilla,4
mí,4
Genil,4
Averno,4
Roma,4
la tierra,4
Austro,4
Luego,3
Canté,3
Tigris,3
Ponto,3
Peloro,3
Favonio,3
Jonia,3
Miraba,3
Andrómeda,3
Vaya,3
¿Qué,3
Tifeo,3
Helicona,3
Toante,3
Triste,3
Eurídice,3
mar de Italia,3
Galatea,3
Trace,3
Jordán,3
Scila,3
Parca,3
Báratro,3
Tritón,3
Dïana,3
Tesalia,3
Ocidente,3
Colcos,3
Celos,3
Éufrates,3
Madrid,3
Amarílida,3
halcón,3
Cipria,3
Egeo,3
Áspid,3
Calabria,3
Venció,3
Castilla,3
Pigmaleón,3
Creta,3
Arcadia,3
Ésta,3
Suspende,3
Oíd,3
Liriope,3
Vence,3
Platón,3
la luna,3
Océano,3
Etiopia,3
la Luna,3
Urania,2
Micenas,2
Temerosa,2
Troncos,2
Alpes,2
Pródigo,2
Arde,2
Atento,2
Deifrida,2
Danubio,2
Melampo,2
Pactolo,2
mar undoso,2
Inaco,2
Clío,2
Eufrates,2
Menón,2
Tormes,2
reino de Plutón,2
ambrosia,2
Gozo,2
Cínaris,2
Colunas,2
Pimpla,2
Pindo,2
Betis,2
Volvió,2
Andrómaca,2
arnés,2
Entró,2
Penélopes,2
Polimnia,2
Hécuba,2
Píramo,2
Cefeo,2
Lete,2
Invierno,2
Erato,2
Negro,2
Vio,2
Telémaco,2
allí,2
Ira,2
Cintia,2
Itaca,2
Estrimón,2
Can,2
Catón,2
Zaquinto,2
Líbano,2
Alto,2
Cupidos,2
abona,2
Templa,2
Jove,2
Flegetonte,2
lima,2
Manda,2
Iba,2
Respondióle,2
Traidor,2
Delo,2
Pasó,2
Sinón,2
eritrea,2
Diga,2
Eolia,2
Cesó,2
mar Tirreno,2
paloma,2
Entre,2
Camina,2
Nonacria,2
Indo,2
Polifemo,2
Rayos,2
¿Cuál,2
Cambaya,2
Pales,2
Toro,2
Cantaba,2
Poderoso,2
Titón,2
Arminda,2
Música,2
Necesidad,2
Quisiera,2
Calisto,2
mereció,2
Príamo,2
Tauris,2
Bósforo,2
Helesponto,2
Filosofía,2
Cipariso,2
Bóreas,2
Ninfa,2
Gramática,2
Lirene,2
Codicia,2
Vira,2
Ebro,2
Acaya,2
Limpia,2
Macedonia,2
Rubio,2
selva amena,2
Ignora,2
Angélica,2
Arrebató,2
Nise,2
Nuevo,2
Granada,2
Tereo,2
Hero,2
Milesia,2
Envidia,2
Duero,2
Saturno,2
Norte,2
Anfitrite,2
Toledo,2
Céfiro,2
Anteón,2
León,2
También,2
Siria,2
Vulgo,2
Euro,2
Acuario,2
flaca,2
Tetes,1
premia,1
Pues,1
¿Con,1
Cantó de Mirra,1
Fama,1
Erige,1
durmió,1
nueva luz,1
Temor,1
Parcas,1
Cantó,1
Coro,1
Vulteyo,1
Espanto,1
Durmió,1
Po,1
fuente de Helicona,1
Claudïano,1
mar tirreno,1
Caístro,1
Mirad,1
sonoro Iris,1
Metafísica armonía,1
Lambino,1
Parrasio,1
Inarime,1
demás extraño,1
rubia Ceres,1
Mendoza,1
Boscán,1
Centimano,1
mar corales,1
Radamanto,1
garza halcón,1
Manzanares oro y perlas cría,1
Elisios,1
Helicón,1
mudándome,1
Passa,1
Llamó,1
Silvio,1
Orfeos,1
Sur,1
obstinación,1
Repercusión,1
Mas,1
Donato,1
Rin,1
la Tana,1
Ioseph de Salas,1
oh Toledo,1
Aganipe,1
Tribaldos de Toledo,1
Tile,1
¡Qué,1
Cantó cómo Cibeles,1
Juvenco,1
Ávila,1
Alma,1
ciudad llegó,1
roca lleuándola,1
Crisólogo,1
Hidaspe,1
Dámaso,1
Quimera,1
Séneca,1
Qué de Lucrecio?,1
Pasemos,1
Cicerón,1
Batro,1
Catones,1
lloré,1
Polo de los orbes santos,1
Tifeos,1
monte Latmo,1
Mausoleo,1
Aureliano-,1
Celosas,1
Quisieran,1
Cenobia,1
Hétores,1
Istro,1
Céfalo el Aurora,1
Alejandros,1
Varona,1
Vergüenza,1
Bradamante,1
Ferrarés,1
Oriental,1
Taso,1
Camila,1
Regio Imperio,1
Triviño,1
Teórica,1
La Pintura,1
Cayó Faetón,1
fuerte Margarita,1
Escucha,1
Maya,1
Penia,1
Bastardos,1
Anteros y Amor,1
Fenice,1
¿qué,1
Nilo-,1
monte van,1
Contenta,1
Lisipo,1
mar Carpacio,1
Pareciéndole,1
Fidia,1
Cilicia,1
Paris,1
hidra,1
isla de Chipre,1
Murmura,1
Tempe,1
Sufren,1
Aleto,1
Nájara,1
Accidalia,1
Decilde,1
Lemnos,1
Rodope,1
Pangeo,1
tierra de Reso,1
Etusa,1
Calidonia,1
río Atira,1
embrïón,1
Filonópolis,1
reino de Aqueronte,1
Erimanto,1
Fabios,1
lago Averno,1
Asturias,1
Ladón,1
Afrenta,1
Usura,1
Venganza,1
Ciudad antigua,1
Torpeza,1
Paró,1
Lloróla,1
Agua,1
Nestos,1
nueva Aurora,1
Sabeslo,1
Alba pura,1
Eridaneidas,1
Tetis,1
fastidia,1
Orbelos,1
Mantüano,1
templo de la Fama,1
Aritmética,1
Dije,1
Vivía,1
Titiro,1
Reino,1
Cómo,1
nueva Venus,1
“¿cómo,1
Catay,1
amaneció,1
Medoro,1
templo ardía,1
Dejó,1
el Estrimón,1
Pactolos,1
Tíberis,1
Pados,1
Arno,1
Tusca,1
Nar,1
Melas,1
Callado el Guadiana,1
Segre,1
Miño,1
Ródano,1
Alpino,1
Tremodonte,1
Tanai rifeo,1
Simois,1
Janto de Dardania,1
Ligeris,1
Garumna,1
Janto,1
Galia,1
Acloceramnia,1
Cesan de Glauco,1
Caribdis,1
Cafareos,1
Vital,1
Carinas,1
Bocinas de los Tritones,1
Austral,1
Renos,1
Arimaspo,1
Lesbos,1
Idas,1
Despojos,1
Piro,1
Vigilante,1
Feroz,1
Deyanira,1
Boote,1
Delfín,1
Nigris,1
Naya,1
Coturnicapros,1
Entra,1
Pirámides,1
Disipa,1
Césares,1
Siria Oronte,1
Discurre,1
Antorchas,1
Cambades,1
Parnaso de las Musas,1
Pirén,1
El Calpe,1
Armenia,1
El Ródope,1
Caucaso,1
Eufratres,1
Danubios,1
Etnea,1
Alcides,1
La tierra,1
golfo bulle,1
Prenda,1
Faltó,1
Árbol,1
Culpa,1
Goza,1
Antípodas,1
gran Fernando,1
Melicerta,1
Clicie,1
mar de tus fatigas,1
Licenció,1
Timón,1
Robó,1
Tritón Atlante,1
Terrestre,1
imperio Creta,1
Orión,1
nueva porfía,1
monte luminoso,1
Cediendo,1
Esplendor,1
Madre,1
Pactólo,1
Egipán,1
intimó,1
Fraterna,1
imán,1
femenil,1
Casta,1
Ceda,1
Cobró,1
Impugnas,1
cabo Proserpina,1
Viejo,1
Promedia,1
Mongibelos,1
Pado,1
Navarra,1
Portugal,1
Griego,1
Muerto Fitón,1
Osa,1
Continente,1
Ociosa,1
vaga,1
mar Tritón,1
Blandas,1
Delia,1
Triunfo,1
Febea,1
Ella,1
reino de Venus,1
Vertumno,1
Inadvertido,1
Neutro,1
Interrumpe,1
Vela,1
Vala,1
Flegón,1
Huyen,1
imperio,1
pisa,1
Tate,1
Ladrón,1
torrezno,1
escuras,1
tizona,1
Nueva Aurora,1
Di,1
mirad,1
bajel,1
Sienta,1
Ciñó,1
Aclare,1
Silicia,1
Panfilia,1
Llegó,1
Calza,1
Quitar,1
Siéntese,1
Veloz Lenona,1
Vaticano,1
Conjus,1
Sencia,1
¿Gente,1
Febo-,1
Lenona,1
acompañar,1
Corrige,1
Guardado,1
las Pascuas,1
Presumiendo,1
Trópicos,1
Sobra,1
lira,1
los rubíes,1
Jesús,1
Señor,1
botica,1
el prado,1
Dueño,1
Comenzó,1
Íbasele,1
Muerto,1
Ponto Euxino,1
timón,1
Zampuzados,1
Galán,1
Caíste,1
Vamos,1
vas descalza,1
Coche,1
Suelta la disoluta,1
Disparate,1
Dirásme,1
Tembló,1
solfa,1
helado Arturo,1
Jarama,1
Acroceraunia,1
Cavilosos Diomedes,1
Creí,1
cándida Naya,1
Dedicación,1
Senda,1
Retozón,1
Providencia,1
sierpes,1
bulliciosas,1
Imperio,1
gran Plutón,1
Las palmas,1
beleño,1
alba dulce,1
Rubia,1
Nonacrina,1
Panopea,1
Sabroso,1
alba llora,1
monte dora,1
Anudada,1
Mellcerta,1
Palemón,1
bufar,1
Cuidosas,1
Licuefactas,1
el Líbano,1
Labor,1
soberbia mies,1
lago Estigio Averno,1
Faetón muerde,1
Indice,1
Ardiente,1
Coléricos,1
¿Cómo,1
Cierra,1
pequeña,1
El Icarillo,1
Beben,1
tropezó,1
Confiesa,1
Cupido!-,1
Los Pílades,1
Salían,1
Alcanza,1
Hipomenes,1
Venusia,1
Io,1
Procrustes,1
Flejetonte,1
Aver,1
Suena,1
confundía,1
Derrama,1
Aqueronte-,1
mar Egeo,1
Adulterado,1
Peloponeso,1
Ostenta,1
Cíclopes,1
Ilustres,1
Jasón,1
Aragne,1
Zéfiro,1
llegó,1
gran barca,1
Adormentado,1
Vosotras,1
santa majestad,1
Hidaspes,1
Cindo,1
Tauro,1
Cidálida,1
Archipoeta,1
Libertad,1
Fénix,1
Tisbica,1
Oh Píramo,1
Intimado,1
alba,1
Abrazóla,1
Congo,1
Mediterráneo,1
Orador,1
Tulio,1
asistía,1
Tisbe,1
Madama Luna,1
La Parca,1
Las hermanas,1
Aquéste,1
Quirón de tal Aquiles,1
"! ¡Ay, yedra ingrata",1
Occidente,1
Dédalo,1
tea,1
Hemonia,1
Presa,1
Tempestuosa beldad,1
Estrella Diosa,1
clavó,1
Nobles,1
Sesto,1
desierto Dédalo,1
Ágil,1
Aragnes,1
Deje,1
Meandro,1
Aún,1
Ortigia,1
Cintía,1
Océanos,1
Láquesis,1
Átropos,1
Vuela,1
Buscar,1
Sosiega,1
puebla,1
Llorólos,1
Bucentoro,1
Huelva,1
Templado,1
Señora,1
Lydia,1
Niño Ciego,1
Engaña,1
Citherea,1
Amatonta,1
Ceñían,1
Espantada,1
Divulgase,1
nueva gloria,1
O ¿,1
mar negro,1
tierra de Cipro,1
Volarán,1
Parecióme,1
Echíon,1
Cibeles,1
Apresurando,1
Corps,1
Indias,1
Mortal,1
Vierte,1
Encélado,1
Obra,1
Pitagórico,1
Corriente,1
Sabeo,1
Yugo,1
Copia,1
Treguas,1
Alterna,1
mar Sicilïano,1
Pirineo,1
calzó de viento,1
Cercado,1
Erizo,1
Amor cuál,1
Faro,1
Promontorio,1
huerto de Pomona,1
¡Revoca,1
Registra,1
Salamandria del Sol,1
almendra guardó,1
Caluroso,1
trompas de Amor,1
columnas Etón,1
mar vea,1
Pisa,1
Volga,1
Sentado,1
playa azul,1
cuál fe preste,1
Besa,1
antigua concha,1
Ariete,1
mar de flores,1
Icnobates,1
Ladon,1
Alce,1
Dorceo,1
Nape,1
Terclas,1
Hileo,1
Lagne,1
Terón,1
jamás,1
montería,1
Cidón,1
antigua,1
Vengo,1
Tenga,1
Cáusanos,1
Comenzamos,1
Éste,1
Guiada,1
progenie,1
David,1
Alemón,1
Alemonia,1
Mendigado,1
Joás,1
Oresitrofo,1
Teridamas,1
Quiere,1
señora,1
Poniente,1
ñudosa,1
Colegio Virginal.,1
grullas,1
lago cercó,1
Otras,1
Acertola,1
aspereza,1
Pachino,1
volvió,1
reinos mereció,1
Quizá,1
Cerros,1
Hasme,1
Vengadas,1
Viéndole,1
cercó,1
volvió do,1
¿Hay,1
hazaña,1
Ten,1
Castigos,1
alcotán,1
melión,1
Mileto,1
Géminis,1
Enjuta,1
Cancro,1
Crecen,1
Prosiguiera,1
Glorioso,1
Malograda,1
alba mira,1
Caduca,1
Esa,1
Vicecristo,1
príncipes,1
damasco verde,1
entendía,1
Beldad,1
Aprisiona,1
Abril,1
Sátiro,1
Pedazos,1
Trasládala,1
Responde,1
vago,1
Burlada,1
fuente amena,1
Caballerizo de la Reina,1
Atamante,1
Ondas,1
Huelgue,1
mar Ecos,1
santa honestidad,1
Encarcela,1
Medraron,1
Libra,1
la palma,1
Trusila,1
Ninfimelide,1
“Tú,1
Corina,1
Sirenas,1
Oreade,1
Buena,1
Jardín,1
Hierba,1
Traslada,1
halago os,1
Tellus,1
Este Tiresias,1
Flaca,1
camina antípodas de amor,1
Proporciona,1
Turquía,1
monterón,1
Escarmentar,1
quedo,1
Lentos,1
Tirana,1
Lacónico,1
Tan,1
Riesgos,1
Risa,1
Dórida,1
Antímaco,1
fuerte Palamedes,1
Neofile,1
alga,1
Saltan,1
Culebra,1
gran Caronte,1
gran Tiresias,1
Hércules de Tebas,1
Salta,1
Campo Elisio,1
reino del sol,1
La Ira,1
Ambición,1
Deslealtad,1
Malicia,1
La Desvergüenza,1
Pereza,1
Ausencia,1
La Ingratitud,1
Confianza,1
Ocio,1
Desprecio,1
Bajeza,1
Tiresias,1
Veniste,1
Aguardar,1
Morir,1
Cogidos,1
Cayó,1
Volvióse,1
Titán,1
vira,1
Tenía,1
Griegos,1
Orontes,1
¿Adónde,1
Turbado,1
Tepolemo,1
Pide Ulises,1
Sábeslo,1
Cimeria,1
Otavïano,1
amor Venus,1
Gusto,1
Oírte,1
Nicandra,1
Nísida,1
A los Campos Elísios,1
aguas parecía,1
Resistencia,1
Repara,1
Necedad,1
Vanagloria vil,1
mar te arrojas,1
Pompa,1
Tierno,1
Sale Progne,1
Cenó Tereo,1
Tienta,1
alba clara,1
Bañó,1
mar Jonio,1
Bisancio,1
Pandïón,1
la Tierra,1
Troco,1
verbena,1
Perdía,1
mar arroyo,1
Temeroso Tereo de la afrenta,1
Espántanse,1
Canopo,1
monte cría,1
Alegre,1
la selva amena,1
Amé,1
Guisan,1
gran Leonor,1
Faetón de su Sol,1
mecánica armonía,1
trigueño,1
pardo,1
ja,1
Istmos,1
Locura,1
Cualquiera,1
golfo de Malea,1
Oceano,1
escama,1
mar Tirreno Primero,1
Ogigia,1
Fenicio,1
Sirio,1
Calipso,1
Aries,1
Mecenas,1
reino macedón,1
Conténtese,1
Ménalo,1
Atica,1
cabo de Maina,1
Patraso,1
Navarino,1
Entre el Peneo,1
Alceo,1
Elide,1
Olimpia,1
río Strimón,1
Querer,1
Orisa,1
Tracio,1
Sidonia,1
Contóle,1
Psiques,1
nevada espuma,1
Beocia,1
mar de,1
Estinfalo,1
Euboea,1
Enamorado,1
ingenio,1
Faetonte,1
Polonia,1
la Escandia,1
Moravia,1
Tartaria,1
China,1
Euxino,1
mar Rojo del África,1
Nubio,1
Abisino,1
Sentóse,1
Naturaleza,1
mar serena del Negroponte,1
Himineo,1
Quiero,1
santa paz Andrómeda,1
Berenice,1
Elíseos,1
Basareo,1
Turbó,1
Scilas,1
Quimeras,1
Flegetón,1
Viole,1
Dite,1
Junón,1
Numen,1
Mavorte,1
Precepto,1
reino de Dite,1
Asi,1
Revuelve de Aqueronte,1
Artes,1
Amorosas,1
Rebosan,1
Las sierpes,1
Vieras,1
Llega,1
Huye de Lisis,1
Entre albogues,1
nueva insania,1
ufanía,1
expira,1
ribera amena,1
Vos,1
Policena,1
Piragmon,1
Arcos,1
trino,1
Scitia,1
mar celeste Orfeo,1
Riza,1
Hacen,1
Palamedes,1
Egina,1
mar cubría,1
Lestrigonia,1
Suenan,1
Licas,1
Alargado,1
Albante,1
Clorinardo,1
África,1
Mas ¿,1
Alcino,1
Orïón,1
troza,1
Prado,1
isla »Reina del mar Mediterráneo,1
Siracusa,1
habitación,1
Cielo,1
Esterope,1
mar camino,1
Alcidamente,1
Morea,1
boca desafía,1
mar pacífico,1
Laomedón,1
Bastaba,1
Vosotros,1
Restalla,1
mar segura,1
Coge,1
golfo de Nereo,1
Erídano,1
puerta habitación,1
Euríloco,1
Delfos,1
rígida cerviz de airado,1
Delos,1
Ampara,1
mar de Grecia,1
Dardania,1
Cobramos,1
Atridas,1
Ténedos,1
Hircania,1
Albania,1
Mover,1
Ericto,1
Arabia llenos,1
